,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
320,r9ob3fNkoiT37l4,,,343,287,20356,1,"@a_m_y97 @GovRonDeSantis 24 years after an accident that was not caused by Cameron, Jessica crossed an illegal crossing and it was John who bumped into Jessica #Florida #tampa #AmberHeard #USArmy https://t.co/mlgNCpVJnF",[]
321,Rightofaman,,Bangalore,50,196,28612,1,"#AmberHeard supporters are using the phrase ""Even If She Lied"" to try and defend this woman. As in ""Even if she lied"" she told the truth. Which just goes to show evidence she lied - and maliciously so - to destroy someone's career &amp; reputation just doesn't matter to these people. https://t.co/YpaLyCfUID https://t.co/I1GccNi07q",['AmberHeard']
322,Carlzmeister,"Just a small town Brit living in an American world. Well, Boston to be exact.","Newton, MA",181,37,341,0,@Beatrix32021692 Question. #johnnydepp had a substance abuse problem? Not up4 debate - he admitted. #amberheard supporters - is facilitating an addicts drug use for your own fun not considered a form of #abuse?? Ok 2 use when she did/said?That’s not how #addiction works. #DeppvHeard #DeppVsHeard,"['johnnydepp', 'amberheard', 'abuse', 'addiction', 'DeppvHeard', 'DeppVsHeard']"
323,Carlzmeister,"Just a small town Brit living in an American world. Well, Boston to be exact.","Newton, MA",181,37,341,0,@atiebrahimi70 Question. #johnnydepp had a substance abuse problem? Not up4 debate - he admitted. #amberheard supporters - is facilitating an addicts drug use for your own fun not considered a form of #abuse?? Ok 2 use when she did/said?That’s not how #addiction works. #DeppvHeard #DeppVsHeard,"['johnnydepp', 'amberheard', 'abuse', 'addiction', 'DeppvHeard', 'DeppVsHeard']"
324,men_are_human,"Men Are Human is a gender-equality group fighting for the rights of male victims of discrimination, #SexualAssault, #DomesticAbuse, #MaleSuicide and much more.",,85,7807,14602,1,"#AmberHeard supporters are using the phrase ""Even If She Lied"" to try and defend this woman. As in ""Even if she lied"" she told the truth. Which just goes to show evidence she lied - and maliciously so - to destroy someone's career &amp; reputation just doesn't matter to these people. https://t.co/YpaLyCfUID https://t.co/I1GccNi07q",['AmberHeard']
325,quititness,#StopAAPIHate | #BlackLivesMatter,Narnia,1460,797,26700,115,"The reality of what #AmberHeard has done.

#DeppHeardTrial
#AmberHeardCommittedPerjury
#AmberTurd #AmberHeardlsApsychopath
#NewJobsForAmberHeard
#AmberHeardDeservesPrison https://t.co/7xUIxroihJ","['AmberHeard', 'DeppHeardTrial', 'AmberHeardCommittedPerjury', 'AmberTurd', 'AmberHeardlsApsychopath']"
326,SUPPORTMENTOO,"Domestic violence is a worldwide problem. But we want to remind the world that MEN can be, and are often, victims TOO. TRUTH NEVER PERISHES. #MENTOO",,85,17,180,11,"Whitney Henriquez, #AmberHeard's sister, released a statement over the weekend in response to the verdicts in the #JohnnyDepp defamation trial.

What do YOU think?

WATCH #CourtTV LIVE - https://t.co/Ps5kNht0Fn https://t.co/E1htJ3BYcX","['AmberHeard', 'JohnnyDepp']"
327,DorothyNed,You can find me at https://t.co/2HmALvgXua  Your health depends on it. ~Animal advocate too. Animals keep the ecosystem healthy.,"Phoenix and Scottsdale, AZ",9433,9241,80721,115,"The reality of what #AmberHeard has done.

#DeppHeardTrial
#AmberHeardCommittedPerjury
#AmberTurd #AmberHeardlsApsychopath
#NewJobsForAmberHeard
#AmberHeardDeservesPrison https://t.co/7xUIxroihJ","['AmberHeard', 'DeppHeardTrial', 'AmberHeardCommittedPerjury', 'AmberTurd', 'AmberHeardlsApsychopath']"
328,MatthewTwihard,"""Father… Fill me up with your undying love. Save me a place in your Kingdom above."" -From #RachelJoyScott's personal journals. #LiveLikeLine #BlackLivesMatter","Another Galaxy, Not Yours ",1643,3696,2445450,0,"#NewJobsForAmberHeard because she is an amazing actress &amp; person who deserves her life and career back.

#IStandWithAmberHeard because #AmberHeard is a Hero / an inspiration for the way she stood up to her abuser and revealed his crimes.","['NewJobsForAmberHeard', 'IStandWithAmberHeard', 'AmberHeard']"
329,brainsofblondie,Blonde moments and scatterbrained fun hosted by @Saga_Says with co-hosts @BellaLaRue1 @FlindersEmma @SilipigniMario Mondays 3pm ET. Part of @HashtagRoundup,,321,259,559,5,Mean while Amber thinking she looks sad but really looks like this 🤡 #NewJobsForAmberHeard #AmberHeard https://t.co/XQykAv9Ykp,"['NewJobsForAmberHeard', 'AmberHeard']"
330,Penee9810888,"True love is not expressed in words, but behavior is the best explanation in the heart.",,105,10,226,12,"💔The afterglow of #JonnyDepp  and #AmberHeard  trial has not yet dissipated

⬆️Depp’s NFT #NeverFearTruth is still surging @JohnnyDeppNFT 

✊Who are you rooting for? Has #NFT succeeded in putting this famous trial in a collectible?
 
#JonnyDeppvsAmberHeard https://t.co/a9UVUnqqHX","['JonnyDepp', 'AmberHeard', 'NeverFearTruth']"
331,pixiedust5135,"We are who we are! Never give up never give in! American By Birth, Patriot By Choice-⭐️⭐️⭐️",North of Pixieville of course!,4537,5322,425263,6,"""How about the fact, that everything you said was fucking bullshit?""
Brb, DYING.
Absolutely loved this.
@BruceRiversCLR 

#JusticeServedForJohnnyDepp #AmberHeard #AmberHeardCommittedPerjury #AmberHeardDeservesPrison #Abuse #NarcissisticAbuseAwarenessDay https://t.co/Gac6Oo3I6Y",[]
332,Carlzmeister,"Just a small town Brit living in an American world. Well, Boston to be exact.","Newton, MA",181,37,341,0,Question. #johnnydepp had a substance abuse problem? Not up4 debate - he admitted. #amberheard supporters - is facilitating an addicts drug use for your own fun not considered a form of #abuse?? Ok 2 use when she did/said?That’s not how #addiction works. #DeppvHeard #DeppVsHeard,"['johnnydepp', 'amberheard', 'abuse', 'addiction', 'DeppvHeard', 'DeppVsHeard']"
333,robbieann4,Hairdresser 💇‍♀️Animal Lover 😻 🐾 Working to help end sex-trafficking/sexual exploitation & addiction ❤️ Be the change you want to see in the world🌷🌊,"Dallas, Tx.",2698,2165,18101,1305,"Look you can say you don’t give a shit about the #JohnnyDepp and #AmberHeard trial but since it ended I’ve had two dv hotline calls TODAY, both male. That’s more than I’ve gotten in the last YEAR if not two. That’s why it’s important.","['JohnnyDepp', 'AmberHeard']"
334,breezey59,"CNA/HHA, ACTRESS",,2237,626,1249,0,"Check out @breezey5905's video! This was creepy to come across 😳 #JohnnyDeppGotJustice #johnnydepp #Video #fyp #viral  #foryoupage #foryou #fypシ #fypage #TikTokviral #AmberHeard
#TikTok https://t.co/3de1Y2ib62","['JohnnyDeppGotJustice', 'johnnydepp', 'Video', 'fyp', 'viral', 'foryoupage', 'foryou', 'fypシ', 'fypage', 'TikTokviral', 'AmberHeard', 'TikTok']"
335,MatthewTwihard,"""Father… Fill me up with your undying love. Save me a place in your Kingdom above."" -From #RachelJoyScott's personal journals. #LiveLikeLine #BlackLivesMatter","Another Galaxy, Not Yours ",1643,3696,2445450,42,"""I smacked the location manager [on the set of a new, stalled project, City of Lies, a film about the murder of Biggie Smalls] and he called the cops on me.""

Interview with GQ UK Edition, November 2018

#JohnnyDeppAmberHeardTrial #JohnnyDepp #JusticeForRockyBrooks
#AmberHeard",[]
336,dkennyhayes,,,2,117,10133,20,"Amber Heard has been on record for  assaulting:

-Johnny Depp
-Tasya van Re
-Whitney Henriquez 
-Raquel Pennington

It’s time we recognize #AmberHeard for the domestic abuser that she is!

#IStandWithAmber 
#JusticeForJohnnyDepp 
#DeppVHeardTrial 
#TeamJohnnyDepp",[]
337,celebratesoaps,,,335,793,26716,0,Johnny Depp Announced He’s Releasing A New Album With Jeff Beck https://t.co/mhc5aXzZdM #CelebrityNews #JohnnyDepp #AmberHeard https://t.co/Esbzf5ppkH,"['CelebrityNews', 'JohnnyDepp', 'AmberHeard']"
338,la77465262,"I feel that Johnny Depp deserves justice because he has been treated unjustly!
I will block anyone posting threatening or violent tweets!","Gonzales,La",597,672,150259,1,@Conor_Allyn please tell me #amberheard is not in your next movie. Would be like throwing money on a bonfire #AmberHeardlsALiar #JohnnyDeppvAmberHeard #amber #JohnnyDeppAmberHeardTrial,['amberheard']
339,Walker_law,"Law firm located in downtown Toronto. Represents clients with property, contract and employment disputes.",Toronto,811,1206,2114,0,"On June 2, @Tanya_Walkerlaw was interviewed by @AnneMarieAMK about the #JohnnyDepptrial defamation cases in England and USA. In the USA, he received a more favourable decision against #AmberHeard. https://t.co/Mp46eTDutY","['JohnnyDepptrial', 'AmberHeard']"
340,Pomplemusecher2,,,39,13,2166,0,@LeaveHeardAlone Stop dragging them into this. I believe Evan Rachel Wood too. #AmberHeard tried to commit fraude and that’s the difference. The day of the TRO JD had went away for more than 6 days and she came out with a 2nd day bruise. Her testimony was so cringe no one cry not even her. https://t.co/JZ9zM8Xxip,['AmberHeard']
341,IMBIGUNC,"Every day may not be great, but you must be. #JusticeForAhmaud",,27,48,1979,0,The fact that @TMZ made a documentary about the #JohnnyDepp #AmberHeard trial and claims to have never before seen footage is just laughable. WE HAVE SEEN EVEYTHING. I guess it is for those who didn't watch the trial. 🙄,"['JohnnyDepp', 'AmberHeard']"
342,postedbymreed,"Human Being who welcomes all pronouns. Writer. Artist. Actor, I have dogs or do they have me? (Impersonating a celebrity is an automatic BLOCK from me)",Living my Own Life,2486,1765,18597,0,"#AmberHeard did not pay the rental cost of this mansion, the #ACLU did along with paying for her expert witnesses in the trial. That is why they are seeking payment of $85,000 in fees. https://t.co/VMu2iu9qsG","['AmberHeard', 'ACLU']"
343,ewe_ryu,"happiness is observing the world from my perch.
https://t.co/fk6uWvRX33","Tokyo, Japan",28,14,4122,0,BBC Guest Calls Me Out on Twitter | Let's read what they have to say. https://t.co/rZIKkYKjPR #MarthaGill #MSMnarrative #deppvsheardtrial #deppvsheardverdict #AmberHeard #JohnnyDepp,"['MarthaGill', 'MSMnarrative', 'deppvsheardtrial', 'deppvsheardverdict', 'AmberHeard', 'JohnnyDepp']"
344,BANGShowbiz,"If it's a celebrity story, you heard it here first. We're the world's best entertainment news agency. Check out our website for more info.",London,3733,7215,43763,0,Jurors 'dozed off' during Johnny Depp and Amber Heard trial #JohnnyDepp #AmberHeard #celebnews https://t.co/ZBelYruAPf,"['JohnnyDepp', 'AmberHeard', 'celebnews']"
345,yale79DAV,"American educator w/ keen interest in immunology,pregnant inmate advocacy,Lyme Disease,Russian history,chess /coffee addict-mom of 5,grandmother of 10","Espoo,Finland/Lintuvaara",5003,971,28427,1336,"Bad news for #AmberHeard -- Bankruptcy Code Section 523(a)(6) prevents a debtor from obtaining the discharge of any debt for “willful and malicious injury by the debtor to another."" In other words, her $8M+ debt to #JohnnyDepp must be paid in full, and cannot be discharged by BK.",['AmberHeard']
346,phoenixburnsx,"I no longer fear the darkness, once I knew the Phoenix in me, would rise from the ashes…🔥☄️🔥☄️",,88,13,828,13,"MeToo Activists FREAK OUT Over Amber Heard LOSING! Demand Hollywood To Support Her! 

https://t.co/qCoEOAimLl 

#AmberHeard #JohnnyDepp #justiceforjohnnydepp #JohnnyDeppIsInnocent #AmberHeardIsBroke #JohnnyDeppWon #dailynerd https://t.co/WyQ5LkRis2",[]
347,MalevolentMinun,| 🏴󠁧󠁢󠁳󠁣󠁴󠁿 | #JusticeForJohnnyDepp | #Completionist | PSN: Malevolent_100 | #Pokemon | #ShinyDex ????/???? | #DBLegends | #FinalFantasyX | #Anime |,N Ireland UK. Born in Scotland,181,59,825,6,"""How about the fact, that everything you said was fucking bullshit?""
Brb, DYING.
Absolutely loved this.
@BruceRiversCLR 

#JusticeServedForJohnnyDepp #AmberHeard #AmberHeardCommittedPerjury #AmberHeardDeservesPrison #Abuse #NarcissisticAbuseAwarenessDay https://t.co/Gac6Oo3I6Y","['JusticeServedForJohnnyDepp', 'AmberHeard', 'AmberHeardCommittedPerjury', 'AmberHeardDeservesPrison', 'Abuse', 'NarcissisticAbuseAwarenessDay']"
348,RabiaKhanLK,|Wanderer | Divergent |,,6,11,323,0,"Ironic how
#AmberHeard gets pronounced as disrespectful and even more so an abuser when she simply SPEAKS &amp; doesn't let #JohnnyDepp mansplain to her

While #DARVODepp still remains innocent after the abuse he and his fans inflict on Amber from every facet possible!
#AmberHeard https://t.co/TYgbG4deYo","['AmberHeard', 'JohnnyDepp', 'DARVODepp', 'AmberHeard']"
349,laurarichards99,Former NSY Analyst* Law Changer Coercive Control Stalking DHR* 🎬 Dirty John* 🎤Host @thecrimeanalyst @realcrimeprofil 🎤The First Wife 🐶 #QueenBea,the world,3657,27884,33971,2,"NEW: Ep #78 Johnny Depp vs Amber Heard with Lucia Osborne-Crowley, Part 1. In this episode Laura discusses the Johnny Depp vs Amber Heard trial and the verdict with special guest @LuciaOC_ #JohnnyDeppvsAmberHeardTrial #JohnnyDepp #AmberHeard #CrimeAnalyst https://t.co/RqSJHJq5Xh https://t.co/ULke9jMW53",[]
350,waldmanspet22,Johnny Depp Is Innocent * Old Account Hacked,,405,148,1881,115,"The reality of what #AmberHeard has done.

#DeppHeardTrial
#AmberHeardCommittedPerjury
#AmberTurd #AmberHeardlsApsychopath
#NewJobsForAmberHeard
#AmberHeardDeservesPrison https://t.co/7xUIxroihJ","['AmberHeard', 'DeppHeardTrial', 'AmberHeardCommittedPerjury', 'AmberTurd', 'AmberHeardlsApsychopath']"
351,GayleThomson13,"Politicial Science! l do not answer DM's. I calls 'em as l see em. Please care for the animals, they feel too.#lStandWithTrudeau
🇨🇦","Ottawa, Canada",3593,3596,146917,5,Mean while Amber thinking she looks sad but really looks like this 🤡 #NewJobsForAmberHeard #AmberHeard https://t.co/XQykAv9Ykp,"['NewJobsForAmberHeard', 'AmberHeard']"
352,cinematicmedias,"◇🇮🇷🇨🇳🇵🇭🇪🇸🏳️‍🌈🏴‍☠️◇

#IStandWithJohnnyDepp
#JohnnyDeppDeservesJustice
#JusticeForJohnnyDepp","🌈L☆GUNA BE☆CH, C☆🏳️‍🌈",618,86,2931,108,"None of you Turd stans can logically explain away the audio that incriminates her. #AmberHeard’s attempt was pure nonsense. 

If you believe Amber Heard then you are stupid or in denial.",['AmberHeard']
353,bassam_abd,Photographer | Art lover | Positive thinking | Music Addicted | Self-Developer,"Riyadh, Kingdom of Saudi Arabia",360,2478,16447,68,"We listen

#jhonnydepp #AmberHeard #edit #fun https://t.co/dmwfKYffPp","['jhonnydepp', 'AmberHeard', 'edit', 'fun']"
354,NilatchViral,This page makes engaging and meaningful content for everyone. We gather and tell stories of individuals from all around the world.,,2,21,360,0,"'Mounting' Legal Bills Leave Amber Heard Broke, Sources Claim #AmberHeard #JohnnyDepp #CelebrityNews 

Read more: https://t.co/eUve3mEUox https://t.co/H397LGg9vR","['AmberHeard', 'JohnnyDepp', 'CelebrityNews']"
355,MatthewTwihard,"""Father… Fill me up with your undying love. Save me a place in your Kingdom above."" -From #RachelJoyScott's personal journals. #LiveLikeLine #BlackLivesMatter","Another Galaxy, Not Yours ",1643,3696,2445450,0,"#NewJobsForAmberHeard because she is an amazing actress and person who deserves her life and career back.

#IStandWithAmberHeard because #AmberHeard is a Hero / an inspiration for the way she stood up to her abuser and revealed his evil wicked crimes.","['NewJobsForAmberHeard', 'IStandWithAmberHeard', 'AmberHeard']"
356,pixiedust5135,"We are who we are! Never give up never give in! American By Birth, Patriot By Choice-⭐️⭐️⭐️",North of Pixieville of course!,4537,5322,425263,1,"@curiousityfeeds @phxrisingamb Nice to see that after watching #AmberHeard tell multiple lies in court and be ordered to pay #JohnnyDepp $10,350,000, her stans have been reduced to following their liars' lead by making up stories about others.

#AmberHeardCommittedPerjury
#AmberIsALiar
#AmberHeardlsAnAbuser",['AmberHeard']
357,YoungSavage4EP,4EP | 4EverPaid |,"Los Angeles, CA",549,62,422,3,"Bruh behind the camera😂😂 Dannnm
#viral #school #Schoolfight #Fights #hood #ASUU #boxing #fightpage #FightVideo #hoodsvideo #hoodvideos #streetfight #worldstarfights #worldstar #June2022 #StreetFighter #streetfight #DoctorStrange  #AmberHeard #fighting https://t.co/VD6GUMDCXC","['viral', 'school', 'Schoolfight', 'Fights', 'hood', 'ASUU', 'boxing', 'fightpage', 'FightVideo']"
358,farabruiser,PROUD INDIAN.  Not afraid to speak my mind. I am an anti-troll soldier. Stand up for what you believe in even if you stand Alone. RTs are not endorsements,"Mumbai, India",4844,1217,151566,1,"After #JohnnyDepp and #AmberHeard, Hollywood star #BradPitt has accused his ex-wife #AngelinaJolie after their separation in 2019. Here are all the details. 

https://t.co/yzlNIrLrK8","['JohnnyDepp', 'AmberHeard', 'BradPitt', 'AngelinaJolie']"
359,IndiaTVShowbiz,"Get your daily dose of entertainment here - Bollywood news, Hollywood gossip, and celebrity photos, videos – in a snap","Noida, India",9,4010,13682,0,"After #JohnnyDepp and #AmberHeard, Hollywood star #BradPitt has accused his ex-wife #AngelinaJolie after their separation in 2019. Here are all the details. 

https://t.co/yNicrX9PSE","['JohnnyDepp', 'AmberHeard', 'BradPitt', 'AngelinaJolie']"
360,HawkwoodJack,Goddamn son-of-a-bitch, England,101,21,953,0,"@eternallyraquel @people Yep... #AmberHeard has been proven as an abuser and a liar and the law worked - i wonder why he feels emboldened, maybe despite all the evidence Amber's lies should have been ignored to ensure other liars aren't called out. If your truthful nobody has anything to be concerned.",['AmberHeard']
